Unnamed: 0,ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,npxg_xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
30,31,Cédric Bakambu,cd COD,MF,Marseille,31-169,1991,3,0,59,0.7,0,1,0,0,0,0,0,0.0,1.53,1.53,0.0,1.53,0.0,0.0,0.8,0.8,0.0,1.29,1.29,0.0,1.29,0af4dcf0,0,0,,0.0,0.0,,,,0,,0.0,0.0,18,22,81.8,286,56,12,13,92.3,4,5,80.0,2,2,100.0,0.2,1,1,0,0,0,22,0,0,0,5,1,2,0,0,0,0,11,8,3,3,14,2,0,0,0,0,1,1,3,4.58,2,0,1,0,0,0,1,1.53,1,0,0,0,0,0,1,0,1,0,0,1,2,50.0,1,16,2,12.5,8,7,1,1,0,0,1,0,1,0,0,31,0,6,15,12,3,31,1,2,50.0,1,1,19,82,58,3,1,1,1,2,32,19,59.4,7,0,2,2,0,0,0,0,9,3,4,42.9
31,32,Thierno Balde,fr FRA,DF,Troyes,20-109,2002,6,5,422,4.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06,3975195f,1,0,0.0,0.21,0.0,0.0,,7.1,0,0.07,-0.1,-0.1,154,184,83.7,2360,812,81,90,90.0,64,75,85.3,6,11,54.5,-0.2,4,4,3,2,10,152,32,5,0,28,2,4,0,0,0,0,126,36,22,14,138,5,27,0,0,2,3,4,8,1.71,5,2,0,0,1,0,1,0.21,0,0,0,0,1,0,10,4,5,3,2,4,8,50.0,4,50,7,14.0,31,15,4,5,2,0,3,16,26,8,0,227,18,102,87,56,8,196,11,14,78.6,12,0,156,1058,685,23,7,4,5,4,141,124,87.9,6,0,2,7,1,1,0,0,35,3,0,100.0
32,33,Carlos Baleba,cm CMR,MF,Lille,18-267,2004,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a1390d2f,0,0,,0.0,0.0,,,,0,,0.0,0.0,3,3,100.0,47,5,2,2,100.0,0,0,,1,1,100.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,5,1,20.0,0,5,0,0,0,0,0,0,0,1,0,4,2,3,1,1,0,4,0,0,,0,0,1,16,16,1,1,0,0,0,2,2,100.0,0,0,1,0,0,0,0,0,1,0,1,0.0
33,34,Leonardo Balerdi,ar ARG,DF,Marseille,23-244,1999,8,7,586,6.5,0,1,0,0,0,2,0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,7c3ed041,0,0,,0.0,0.0,,,,0,,0.0,0.0,282,328,86.0,6112,1645,69,82,84.1,159,170,93.5,50,70,71.4,1.0,1,16,0,0,12,319,9,5,0,28,11,0,0,0,0,0,252,22,54,54,254,11,1,0,0,4,7,2,1,0.15,1,0,0,0,0,0,1,0.15,1,0,0,0,0,0,19,12,10,9,0,4,11,36.4,7,90,34,37.8,44,41,5,15,4,0,11,14,33,25,1,405,61,222,194,16,2,396,1,4,25.0,1,0,247,1360,686,17,3,0,4,2,267,262,98.1,2,0,8,3,0,0,0,0,57,16,13,55.2
34,35,Folarin Balogun,eng ENG,FW,Reims,21-086,2001,8,6,535,5.9,5,1,3,2,2,1,0,0.84,0.17,1.01,0.5,0.67,4.6,3.0,0.8,3.8,0.77,0.13,0.9,0.51,0.64,31822f8c,18,8,44.4,3.03,1.35,0.17,0.38,16.7,1,0.17,0.4,0.0,79,105,75.2,1127,261,43,52,82.7,27,35,77.1,2,5,40.0,0.2,5,4,2,1,6,96,9,0,0,26,0,4,0,0,0,0,87,9,9,15,86,3,0,0,1,2,6,4,10,1.68,5,0,1,0,3,1,4,0.67,1,0,1,0,2,0,2,2,1,1,0,1,3,33.3,2,71,16,22.5,3,27,41,3,0,0,3,7,9,5,0,198,4,24,92,93,37,187,8,17,47.1,10,1,146,675,389,21,7,9,23,12,232,133,57.3,59,0,6,13,5,2,0,0,31,5,16,23.8
35,36,Abdoulaye Bamba,ci CIV,DF,Angers,32-155,1990,5,2,325,3.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0.02,0.0,0.02,7fecbcdb,0,0,,0.0,0.0,,,,0,,0.0,0.0,111,147,75.5,2002,841,47,53,88.7,54,66,81.8,9,22,40.9,-0.1,1,7,1,1,10,125,22,4,0,21,2,2,0,0,0,0,97,17,33,7,110,7,18,0,0,4,8,5,3,0.83,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,8,5,5,3,0,5,8,62.5,3,43,12,27.9,20,20,3,1,0,0,1,7,15,6,1,178,7,69,93,25,0,157,1,2,50.0,1,0,101,403,174,5,4,0,2,1,104,95,91.3,0,0,2,6,1,0,0,0,35,7,4,63.6
36,37,Jonathan Bamba,fr FRA,FW,Lille,26-185,1996,8,8,718,8.0,3,2,3,0,0,1,0,0.38,0.25,0.63,0.38,0.63,2.1,2.1,1.6,3.8,0.27,0.21,0.47,0.27,0.47,b2bd0f6c,20,8,40.0,2.51,1.0,0.15,0.38,14.7,0,0.12,0.9,0.9,294,375,78.4,4335,1226,182,218,83.5,93,110,84.5,15,27,55.6,0.4,12,19,13,2,28,355,20,3,1,61,5,21,6,1,1,0,296,39,40,63,284,10,11,1,2,2,19,17,36,4.51,27,1,3,3,2,0,4,0.5,3,0,0,1,0,0,7,6,3,2,2,3,12,25.0,9,97,25,25.8,16,40,41,10,1,0,9,9,16,3,0,486,7,54,217,268,47,468,10,25,40.0,10,2,358,2463,1345,71,28,12,17,13,452,373,82.5,78,0,12,23,2,0,0,0,54,8,14,36.4
37,38,Bradley Barcola,fr FRA,"FW,MF",Lyon,20-025,2002,6,0,64,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.27,0.0,0.27,0.27,0.27,a0d55a09,1,0,0.0,1.41,0.0,0.0,,8.5,0,0.19,-0.2,-0.2,22,25,88.0,388,115,14,14,100.0,4,7,57.1,3,3,100.0,0.0,0,2,2,0,6,25,0,0,0,5,1,1,0,0,0,0,18,3,4,3,20,1,0,0,0,0,1,0,1,1.41,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,5,3,0,3,2,1,2,50.0,1,19,9,47.4,3,13,3,1,0,0,1,1,6,1,0,40,1,4,18,24,10,40,0,3,0.0,1,0,28,183,130,5,3,2,2,3,34,25,73.5,5,0,1,0,0,0,0,0,5,1,1,50.0
38,39,Melvin Bard,fr FRA,DF,Nice,21-325,2000,8,7,615,6.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.08,0.08,0.0,0.08,1ddbc7ca,1,0,0.0,0.15,0.0,0.0,,24.6,0,0.02,0.0,0.0,304,372,81.7,5025,1796,162,173,93.6,112,130,86.2,26,49,53.1,-0.5,3,11,8,2,25,297,75,7,0,25,4,9,1,0,1,0,221,83,68,251,29,19,67,1,1,5,8,15,6,0.88,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,18,11,13,5,0,7,15,46.7,8,110,39,35.5,58,38,14,20,1,0,19,13,31,14,0,448,28,160,225,87,6,377,6,11,54.5,7,0,266,975,445,16,9,0,5,6,275,248,90.2,13,0,7,9,0,0,0,0,58,14,9,60.9
39,40,Ross Barkley,eng ENG,"MF,FW",Nice,28-296,1993,2,0,47,0.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.6,0.29,0.89,1.17,0.29,1.17,3a24769f,4,0,0.0,7.66,0.0,0.0,,24.8,1,0.04,-0.2,-0.2,28,32,87.5,583,176,11,14,78.6,12,12,100.0,4,4,100.0,-0.5,7,5,1,1,1,29,3,0,0,5,3,2,3,0,2,0,23,4,5,5,25,1,0,1,0,0,2,0,10,19.15,4,3,2,0,0,1,0,0.0,0,0,0,0,0,0,3,2,1,1,1,1,2,50.0,1,5,2,40.0,3,1,1,0,0,0,0,1,4,1,0,41,1,6,19,18,4,37,2,2,100.0,2,0,34,154,110,5,2,2,1,1,36,28,77.8,2,0,1,1,0,0,0,0,4,0,1,0.0
40,41,Mickaël Barreto,fr FRA,MF,Ajaccio,31-252,1991,2,1,82,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.09,0.09,0.0,0.09,e3844ecb,0,0,,0.0,0.0,,,,0,,0.0,0.0,19,23,82.6,374,123,7,9,77.8,8,9,88.9,4,4,100.0,-0.1,2,2,2,0,2,20,3,2,0,4,1,1,0,0,0,0,12,4,7,3,18,0,1,0,0,0,1,1,3,3.29,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,4,3,1,3,0,0,2,0.0,2,23,9,39.1,5,15,3,3,0,0,3,1,5,0,0,38,0,4,21,18,0,35,2,6,33.3,2,1,27,138,65,2,1,0,3,0,30,21,70.0,3,0,1,0,0,0,0,0,5,1,0,100.0
41,42,Cyrille Bayala,bf BFA,MF,Ajaccio,26-126,1996,8,7,509,5.7,1,0,1,0,0,2,0,0.18,0.0,0.18,0.18,0.18,0.7,0.7,0.1,0.8,0.12,0.02,0.14,0.12,0.14,20e0dd86,9,3,33.3,1.59,0.53,0.11,0.33,13.2,0,0.08,0.3,0.3,99,164,60.4,1524,601,56,76,73.7,33,51,64.7,7,23,30.4,-0.1,2,8,3,0,18,159,5,0,0,26,1,7,0,0,0,0,93,32,39,15,129,7,5,1,0,6,9,14,9,1.59,6,1,0,0,1,1,0,0.0,0,0,0,0,0,0,12,7,2,6,4,4,9,44.4,5,106,31,29.2,31,43,32,7,2,0,5,9,21,1,0,247,1,36,120,114,17,242,7,13,53.8,7,0,168,902,536,27,12,4,20,17,215,159,74.0,27,0,10,7,0,0,0,0,46,14,19,42.4
42,43,Yanis Begraoui,fr FRA,FW,Toulouse,21-085,2001,1,1,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,5e6355f8,0,0,,0.0,0.0,,,,0,,0.0,0.0,10,14,71.4,184,88,4,7,57.1,5,5,100.0,1,2,50.0,0.0,1,1,2,0,3,14,0,0,1,2,0,0,0,0,0,0,10,1,3,2,10,1,0,1,0,0,1,0,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,16,1,6.3,5,8,3,0,0,0,0,0,0,0,0,20,0,3,11,8,3,20,1,1,100.0,1,0,20,59,43,1,1,0,6,0,20,17,85.0,3,0,0,0,0,0,0,0,3,0,0,
43,44,Alexis Beka Beka,fr FRA,MF,Nice,21-182,2001,6,3,254,2.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.04,0.03,0.04,4a5e83ad,3,1,33.3,1.06,0.35,0.0,0.0,25.3,0,0.03,-0.1,-0.1,125,154,81.2,2380,561,55,62,88.7,51,58,87.9,17,28,60.7,0.0,1,11,1,0,12,152,2,2,0,19,8,1,0,0,0,0,122,8,24,19,130,3,0,0,0,4,5,3,3,1.06,1,0,0,0,2,0,0,0.0,0,0,0,0,0,0,14,9,9,4,1,2,9,22.2,7,83,25,30.1,29,45,9,8,1,0,7,7,21,1,0,196,8,52,127,31,2,195,4,5,80.0,4,0,144,836,436,15,4,1,2,5,147,138,93.9,5,0,7,4,0,0,0,0,23,2,2,50.0
44,45,Jérémie Bela,ao ANG,DF,Clermont Foot,29-172,1993,7,4,328,3.6,1,0,1,0,0,0,0,0.27,0.0,0.27,0.27,0.27,0.4,0.4,0.0,0.4,0.1,0.0,0.1,0.1,0.1,5680bf3f,3,2,66.7,0.82,0.55,0.33,0.5,15.9,0,0.12,0.6,0.6,71,109,65.1,986,316,45,55,81.8,22,34,64.7,2,10,20.0,0.0,0,5,2,0,5,96,13,1,0,12,2,7,2,0,2,0,68,19,22,32,61,5,10,0,0,1,3,12,3,0.82,2,0,0,0,1,0,1,0.27,0,0,0,0,1,0,3,2,1,0,2,2,2,100.0,0,29,9,31.0,6,8,15,5,1,0,4,9,12,2,0,155,7,36,62,69,7,142,6,15,40.0,7,2,107,519,313,17,7,1,5,7,112,98,87.5,9,0,5,10,0,0,0,0,21,1,1,50.0
45,46,Youcef Belaïli,dz ALG,"FW,MF",Brest,30-197,1992,6,4,356,4.0,0,2,0,0,0,3,0,0.0,0.51,0.51,0.0,0.51,0.6,0.6,1.0,1.6,0.14,0.25,0.39,0.14,0.39,1a248246,9,1,11.1,2.28,0.25,0.0,0.0,15.8,1,0.06,-0.6,-0.6,118,160,73.8,2324,628,57,61,93.4,39,45,86.7,21,46,45.7,1.0,10,4,9,1,13,138,22,7,1,20,16,12,14,10,4,0,94,21,45,10,142,5,1,0,0,2,4,5,16,4.04,8,6,0,0,1,1,2,0.51,0,2,0,0,0,0,5,2,4,0,1,0,3,0.0,3,36,7,19.4,6,20,10,2,0,0,2,6,11,1,0,211,1,25,93,110,15,193,4,9,44.4,4,1,156,1055,661,31,13,3,10,8,184,154,83.7,15,0,10,9,2,0,0,0,17,2,3,40.0
46,47,Haris Belkebla,dz ALG,MF,Brest,28-242,1994,8,8,683,7.6,1,0,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13,0.1,0.1,0.4,0.5,0.02,0.05,0.07,0.02,0.07,2b1bed19,3,1,33.3,0.4,0.13,0.33,1.0,23.6,0,0.05,0.9,0.9,308,361,85.3,6080,1473,120,134,89.6,132,145,91.0,52,67,77.6,-0.4,3,31,4,0,28,346,15,12,1,47,15,1,0,0,0,0,273,27,61,41,287,22,2,0,2,7,4,7,8,1.05,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0,20,16,9,11,0,7,13,53.8,6,156,53,34.0,44,94,18,10,0,0,10,19,39,6,1,442,11,89,307,68,3,431,2,7,28.6,3,0,305,1347,618,29,8,1,6,8,302,283,93.7,7,0,5,18,0,0,0,0,75,12,7,63.2
47,48,Jean-Ricner Bellegarde,fr FRA,"MF,DF",Strasbourg,24-092,1998,8,8,667,7.4,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.1,1.3,0.03,0.15,0.18,0.03,0.18,10f0fdd3,5,1,20.0,0.67,0.13,0.0,0.0,25.0,3,0.04,-0.2,-0.2,286,377,75.9,5224,1544,140,159,88.1,97,122,79.5,39,74,52.7,-1.1,12,24,11,4,22,331,46,8,1,63,16,14,18,4,14,0,241,54,82,67,265,18,20,2,2,13,13,11,23,3.1,14,6,0,0,2,1,2,0.27,2,0,0,0,0,0,17,11,12,4,1,4,7,57.1,3,106,39,36.8,39,48,19,6,1,0,5,14,31,4,0,465,11,98,263,155,8,420,11,16,68.8,11,0,311,1900,1122,53,20,3,8,21,333,299,89.8,18,0,13,26,0,0,1,0,66,7,10,41.2
48,49,Wissam Ben Yedder,fr FRA,FW,Monaco,32-046,1990,6,5,344,3.8,1,0,1,0,0,1,0,0.26,0.0,0.26,0.26,0.26,1.2,1.2,0.4,1.6,0.3,0.11,0.41,0.3,0.41,942b4f90,9,5,55.6,2.35,1.31,0.11,0.2,15.7,0,0.13,-0.2,-0.2,95,118,80.5,1326,286,63,72,87.5,27,33,81.8,5,11,45.5,-0.4,3,3,7,0,9,111,7,0,2,31,2,1,0,0,0,0,90,15,13,67,47,0,0,1,0,1,7,2,6,1.57,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,5,0.0,5,54,13,24.1,7,19,28,3,0,0,3,0,1,0,0,149,0,9,67,84,22,142,5,9,55.6,5,3,121,480,244,16,7,4,6,7,166,121,72.9,34,0,3,2,2,0,0,0,15,3,6,33.3
49,50,Nabil Bentaleb,dz ALG,MF,Angers,27-307,1994,5,5,450,5.0,1,0,1,0,0,0,0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.1,0.3,0.04,0.01,0.06,0.04,0.06,3189f61a,4,1,25.0,0.8,0.2,0.25,1.0,19.1,1,0.05,0.8,0.8,252,320,78.8,5225,1601,90,105,85.7,117,136,86.0,43,73,58.9,-0.1,2,32,0,0,34,296,24,14,0,38,16,4,10,9,1,0,224,37,59,271,26,15,0,1,2,9,9,3,7,1.4,6,0,0,0,0,1,0,0.0,0,0,0,0,0,0,9,5,1,8,0,3,12,25.0,9,75,28,37.3,20,45,10,7,1,0,6,17,26,7,0,371,13,85,239,63,2,346,6,7,85.7,6,0,220,1148,597,19,5,1,3,4,250,244,97.6,9,0,7,7,0,0,0,0,59,8,3,72.7
50,51,Patrick Berg,no NOR,"MF,FW",Lens,24-307,1997,3,0,25,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.19,0.19,0.0,0.19,e4114f5d,0,0,,0.0,0.0,,,,0,,0.0,0.0,16,18,88.9,310,102,6,6,100.0,7,8,87.5,3,3,100.0,-0.1,1,3,1,0,3,18,0,0,0,0,0,0,0,0,0,0,15,0,3,1,16,1,0,0,0,1,0,0,2,7.2,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,6,3,50.0,4,2,0,0,0,0,0,1,1,0,0,22,0,4,15,3,0,22,0,1,0.0,0,0,16,36,17,2,0,0,1,0,17,16,94.1,3,0,1,0,0,0,0,0,4,0,0,
51,52,Mitchell van Bergen,nl NED,"FW,MF",Reims,23-031,1999,5,2,222,2.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.4,1.6,0.47,0.17,0.63,0.47,0.63,0b2c9aec,7,3,42.9,2.84,1.22,0.0,0.0,15.1,0,0.16,-1.2,-1.2,34,59,57.6,590,229,20,23,87.0,7,13,53.8,6,17,35.3,-0.4,5,2,4,0,7,46,13,2,0,5,2,7,7,3,4,0,35,6,18,8,49,1,1,0,0,1,2,5,7,2.84,5,2,0,0,0,0,1,0.41,1,0,0,0,0,0,2,0,1,1,0,1,3,33.3,2,33,4,12.1,9,13,11,3,2,0,1,5,7,3,0,91,4,12,42,49,12,79,2,8,25.0,2,1,55,489,360,15,7,4,5,1,95,50,52.6,15,0,2,2,0,0,1,0,13,1,3,25.0
52,53,Quentin Bernard,fr FRA,DF,Auxerre,33-082,1989,3,3,270,3.0,0,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,0.0,0.0,0.5,0.5,0.0,0.17,0.17,0.0,0.17,3916b09c,0,0,,0.0,0.0,,,,0,,0.0,0.0,125,160,78.1,2394,1228,59,62,95.2,47,60,78.3,17,34,50.0,0.5,3,10,2,1,8,134,26,1,1,12,3,3,0,0,0,0,91,21,48,120,5,7,25,1,2,2,3,4,4,1.33,3,1,0,0,0,0,1,0.33,1,0,0,0,0,0,2,1,2,0,0,1,5,20.0,4,33,3,9.1,20,8,5,4,0,0,4,4,6,10,0,179,15,62,91,37,3,154,0,0,,0,0,94,257,120,4,5,0,0,0,124,118,95.2,0,0,4,0,0,0,0,0,10,2,2,50.0
53,54,Paul Bernardoni,fr FRA,GK,Angers,25-162,1997,6,6,540,6.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28dabd43,0,0,,0.0,0.0,,,,0,,0.0,0.0,122,177,68.9,3528,2370,27,27,100.0,54,54,100.0,40,94,42.6,0.0,0,4,0,0,0,106,71,18,0,6,1,0,0,0,0,0,92,2,83,114,22,0,0,33,1,5,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,198,176,197,1,0,0,129,0,0,,0,0,74,287,188,0,0,0,0,0,61,61,100.0,0,0,0,1,0,0,0,0,24,0,0,
54,55,Juan Bernat,es ESP,DF,Paris S-G,29-210,1993,5,2,171,1.9,1,0,1,0,0,1,0,0.53,0.0,0.53,0.53,0.53,0.2,0.2,0.1,0.3,0.11,0.05,0.16,0.11,0.16,433dc9a2,2,2,100.0,1.05,1.05,0.5,0.5,12.0,0,0.11,0.8,0.8,73,88,83.0,1060,294,45,50,90.0,26,32,81.3,2,3,66.7,-0.1,1,1,2,1,4,83,5,1,0,6,1,8,0,0,0,0,70,13,5,79,3,2,4,0,0,3,3,3,4,2.11,4,0,0,0,0,0,2,1.05,2,0,0,0,0,0,2,1,2,0,0,1,3,33.3,2,25,5,20.0,5,9,11,2,0,0,2,0,2,1,0,101,5,23,39,42,12,96,0,4,0.0,0,0,76,386,244,11,0,2,0,1,85,78,91.8,16,0,2,0,0,0,0,0,13,0,1,0.0
55,56,Jason Berthomier,fr FRA,MF,Clermont Foot,32-264,1990,2,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03e91055,0,0,,0.0,0.0,,,,0,,0.0,0.0,19,19,100.0,299,50,7,7,100.0,9,9,100.0,1,1,100.0,0.0,0,1,0,0,2,17,2,1,0,3,0,0,1,0,0,0,17,1,1,18,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,0,0.0,2,1,1,0,0,0,0,0,0,0,0,19,0,1,10,10,0,17,0,0,,0,0,15,42,10,0,1,0,0,0,19,15,78.9,1,0,0,0,0,0,0,0,2,1,1,50.0
56,57,El Bilal Touré,ml MLI,FW,Reims,20-359,2001,3,1,91,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.05,0.06,0.11,0.05,0.11,47c609d5,1,1,100.0,0.99,0.99,0.0,0.0,27.2,0,0.05,0.0,0.0,15,20,75.0,228,37,9,10,90.0,6,8,75.0,0,1,0.0,-0.1,2,1,1,0,2,16,4,0,0,9,0,0,0,0,0,0,10,7,3,3,11,2,0,1,0,1,2,0,2,1.98,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,19,6,31.6,1,10,8,1,0,0,1,0,1,1,0,29,1,3,16,13,2,25,1,3,33.3,1,0,11,64,53,1,1,1,2,2,50,20,40.0,3,0,3,1,0,0,0,0,2,4,7,36.4
57,58,Jean-Claude Billong,cm CMR,DF,Clermont Foot,28-273,1993,1,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a3e1d20d,0,0,,0.0,0.0,,,,0,,0.0,0.0,32,33,97.0,647,140,9,9,100.0,21,21,100.0,2,3,66.7,0.0,0,1,0,0,2,32,1,1,0,3,1,0,0,0,0,0,27,0,6,1,28,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,1,0,0,1,1,0,0,34,3,11,23,1,0,33,0,0,,0,0,24,127,73,4,0,0,0,0,25,25,100.0,0,0,0,0,0,0,0,0,6,3,2,60.0
58,59,Veljko Birmančević,rs SRB,FW,Toulouse,24-206,1998,3,0,65,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.27,0.0,0.27,0.27,0.27,636247ca,2,0,0.0,2.77,0.0,0.0,,15.5,0,0.1,-0.2,-0.2,16,20,80.0,173,69,13,15,86.7,2,4,50.0,0,0,,0.0,0,2,0,0,1,20,0,0,0,5,0,1,0,0,0,0,15,3,2,4,15,1,0,0,0,0,1,0,1,1.38,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,17,4,23.5,3,4,10,2,0,0,2,1,1,0,0,33,1,3,14,18,2,33,1,3,33.3,1,0,22,107,56,5,1,1,1,1,41,26,63.4,7,0,1,3,0,0,0,0,2,0,2,0.0
59,60,Marco Bizot,nl NED,GK,Brest,31-201,1991,8,8,720,8.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3d214e5f,0,0,,0.0,0.0,,,,0,,0.0,0.0,143,212,67.5,4825,2856,14,14,100.0,67,68,98.5,62,130,47.7,0.0,0,2,0,0,0,144,68,20,0,21,8,0,0,0,0,0,98,6,108,25,154,0,0,29,1,1,3,0,2,0.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,1,0,236,206,236,0,0,0,169,0,0,,0,0,106,434,155,0,0,0,0,0,101,101,100.0,0,0,0,2,0,0,0,0,31,0,0,
60,61,Rubén Blanco,es ESP,GK,Marseille,27-064,1995,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967f34d3,0,0,,0.0,0.0,,,,0,,0.0,0.0,50,73,68.5,1336,869,8,8,100.0,26,26,100.0,15,38,39.5,0.0,0,0,0,0,0,48,25,3,0,10,0,0,0,0,0,0,39,0,34,13,49,0,0,11,0,1,1,0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,77,69,77,0,0,0,52,0,0,,0,0,31,127,75,0,0,0,0,0,30,29,96.7,0,0,0,0,0,0,0,0,13,0,0,
